# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: de_vangogh_s
# Exported by: Reverend Jesse V92
setting:	replacespawns 1
ttt_random_ammo	549.055420 2334.339844 -63.671406	-0.047 -0.000 -0.031
ttt_random_ammo	470.506531 2317.804688 -63.641541	-0.060 -0.000 0.001
ttt_random_ammo	399.197845 2981.805908 24.337643	0.047 0.000 -0.025
ttt_random_ammo	358.007202 2948.065186 24.361540	0.067 0.000 0.012
ttt_random_ammo	406.980377 2905.375732 24.383944	0.247 0.001 0.242
ttt_random_ammo	615.779175 3234.636719 24.391191	0.552 0.004 0.617
ttt_random_ammo	649.482666 3281.804932 24.472267	-0.745 -0.022 0.903
ttt_random_ammo	690.815002 3248.793213 24.414051	1.671 0.035 2.017
ttt_random_ammo	105.894928 3440.075439 -31.669611	0.047 -0.000 0.029
ttt_random_ammo	88.404060 3491.318359 -31.630835	0.091 0.000 0.045
ttt_random_ammo	126.517365 3470.757324 -31.418371	-3.960 -0.475 0.087
ttt_random_ammo	54.732136 3470.137451 -31.679852	0.047 -0.000 0.034
ttt_random_ammo	-600.165161 3450.164551 -20.529531	7.958 1.884 0.281
ttt_random_ammo	-391.374512 3090.720947 -31.608807	0.552 0.004 0.617
ttt_random_ammo	-426.297058 3147.003662 -31.632689	0.084 0.000 0.035
ttt_random_ammo	-514.060181 3094.984375 -31.311447	8.463 1.551 0.067
ttt_random_ammo	-1160.053711 3501.616211 28.447487	-1.648 -0.037 2.003
ttt_random_ammo	-1103.192017 3501.528809 28.368633	-0.084 -0.000 0.035
ttt_random_ammo	-2842.228516 3918.832764 -71.620575	0.172 0.001 0.148
ttt_random_ammo	-2814.843506 3918.156250 -71.636497	0.072 0.000 0.019
ttt_random_ammo	-2786.277100 3916.274902 -71.607071	0.724 0.007 0.827
ttt_random_ammo	-2754.004395 3914.015869 -71.679878	0.047 0.000 -0.034
ttt_random_ammo	-2319.897949 2617.027344 -63.605209	1.260 0.019 1.480
ttt_random_ammo	-2349.231201 2613.673828 -63.660004	0.047 0.000 -0.023
ttt_random_ammo	-2324.948486 2604.930176 -63.629025	0.100 0.000 0.057
ttt_random_ammo	-2139.096436 2019.467041 -42.658482	6.804 -24.893 -108.485
ttt_random_ammo	-2154.647461 2020.229980 -39.202831	4.215 -31.789 -109.025
ttt_random_ammo	-2156.988525 2036.928467 -42.827656	4.184 -31.801 -108.985
ttt_random_ammo	-1064.127686 2244.763184 -30.610216	0.477 -0.003 -0.525
ttt_random_ammo	-1071.485596 2595.266357 -30.657692	0.048 0.000 -0.022
ttt_random_ammo	-1266.565430 2780.498779 -63.652382	-0.050 -0.000 -0.017
ttt_random_ammo	-1234.897583 2781.732178 -63.635380	-0.072 0.000 -0.019
ttt_random_ammo	-1447.344971 1169.660645 -239.657684	0.048 0.000 -0.021
ttt_random_ammo	-1457.232910 1158.113403 -239.644531	0.057 -0.000 0.004
ttt_random_ammo	-1756.019409 3439.520508 0.387835	-0.248 -0.001 0.243
ttt_random_ammo	-1731.051270 3437.519531 0.372554	-0.100 -0.000 0.057
ttt_random_ammo	-648.299805 1417.729614 -63.644550	0.057 0.000 -0.003
ttt_random_ammo	-689.881042 1414.558228 -63.636497	0.072 0.000 0.019
ttt_random_ammo	-711.797852 1409.127319 -63.550503	0.941 0.025 1.136
ttt_random_ammo	-675.544250 862.271118 -63.568745	1.413 0.033 1.716
ttt_random_ammo	-721.676514 862.271545 -63.650963	0.051 0.000 -0.014
ttt_random_ammo	-738.054565 862.631104 -63.586040	1.671 0.034 2.016
ttt_random_ammo	-771.200500 867.239624 -63.653168	0.050 0.000 -0.017
ttt_random_ammo	-1015.116943 -134.377151 -63.607040	0.719 0.007 0.821
ttt_random_ammo	-1013.966797 -167.974075 -63.664722	0.047 -0.000 0.027
ttt_random_ammo	-1013.273621 -188.428848 -63.682541	0.047 0.000 -0.035
weapon_zm_rifle	1793.849365 -1764.290405 255.166000	3.507 13.208 65.257
weapon_zm_rifle	1934.710693 -565.838196 223.099701	3.660 13.273 64.874
weapon_zm_rifle	-3772.147705 3096.732178 -96.744064	3.137 19.181 65.752
weapon_zm_rifle	-1513.262329 822.691528 160.202271	3.430 1.933 65.536
weapon_zm_rifle	-1964.619873 -225.190018 -57.400173	-0.043 -2.366 -98.178
weapon_zm_mac10	1159.519653 2224.843262 -62.769161	-0.124 -50.619 -88.456
weapon_zm_mac10	873.636353 1567.861816 -62.775715	-0.127 -50.620 -88.412
weapon_zm_mac10	-2844.420410 3002.902832 -34.777481	-0.127 -50.620 -88.400
ttt_playerspawn	1634.501221 -911.761841 0.563172	0.044 0.000 0.044
ttt_playerspawn	1688.127808 -914.752014 0.543875	0.068 0.000 0.068
ttt_playerspawn	1762.882446 -913.001038 0.543891	-0.068 -0.000 0.068
ttt_playerspawn	1815.101563 -911.779541 0.543039	-0.069 -0.000 0.069
ttt_playerspawn	1823.365723 -972.997314 0.566858	-0.040 -0.000 0.040
ttt_playerspawn	1767.681274 -991.151062 0.527511	-0.088 -0.000 0.088
ttt_playerspawn	1709.198975 -992.703430 0.553864	-0.056 -0.000 0.056
ttt_playerspawn	1658.235962 -993.901550 0.537651	-0.075 -0.000 0.075
ttt_playerspawn	1623.669678 -1053.582642 0.528596	-0.086 -0.000 0.086
ttt_playerspawn	1665.597656 -1069.025391 0.543039	-0.069 -0.000 0.069
ttt_playerspawn	1723.541016 -1068.260742 0.525293	-0.090 -0.000 0.090
ttt_playerspawn	1785.947021 -1066.990845 0.565832	-0.162 -0.069 -0.054
ttt_playerspawn	1841.036987 -1083.160278 0.544779	0.088 -0.003 0.263
ttt_playerspawn	1843.948730 -1146.231689 0.529663	-0.085 -0.000 0.085
ttt_playerspawn	1786.809692 -1159.160400 0.560481	-0.182 -0.068 -0.057
ttt_playerspawn	1737.915283 -1160.511353 0.547171	-0.064 -0.000 0.064
ttt_playerspawn	1688.572510 -1161.773926 0.536705	-0.076 -0.000 0.077
ttt_playerspawn	1639.544556 -1163.016602 0.542175	-0.070 -0.000 0.070
ttt_playerspawn	1623.930420 -1210.529541 0.586260	0.043 0.778 0.000
ttt_playerspawn	1661.391724 -1232.546875 0.599801	-0.263 0.540 -0.263
ttt_playerspawn	1713.370239 -1230.559082 0.543891	-0.068 -0.000 0.068
ttt_playerspawn	1757.141357 -1229.489624 0.569256	-0.037 -0.000 0.037
ttt_playerspawn	1809.633301 -1228.430420 0.570144	0.099 -0.013 -0.004
ttt_playerspawn	1861.099243 -1226.860596 0.532772	-0.081 -0.000 0.081
ttt_playerspawn	1875.726685 -1285.746582 0.534768	-0.079 -0.000 0.079
ttt_playerspawn	1834.674683 -1299.192017 0.543890	-0.068 -0.000 0.068
ttt_playerspawn	1791.604126 -1301.118408 0.564374	-0.139 -0.026 -0.026
ttt_playerspawn	1742.896362 -1302.307129 0.528596	-0.086 -0.000 0.086
ttt_playerspawn	1697.102173 -1303.467163 0.547171	-0.064 -0.000 0.064
ttt_playerspawn	1654.577271 -1304.544312 0.538584	-0.074 -0.000 0.074
ttt_playerspawn	-3806.856201 3356.760254 -111.465233	-0.079 -0.000 0.079
ttt_playerspawn	-3815.188965 3309.537842 -111.439690	-0.048 -0.000 0.048
ttt_playerspawn	-3812.160156 3245.030762 -111.472488	-0.088 -0.000 0.088
ttt_playerspawn	-3812.345947 3175.217529 -111.446136	-0.056 -0.000 0.056
ttt_playerspawn	-3765.720703 3167.748779 -111.455269	-0.067 -0.000 0.067
ttt_playerspawn	-3757.563477 3218.675537 -111.441528	-0.050 -0.000 0.050
ttt_playerspawn	-3753.953857 3279.296143 -111.474709	-0.090 -0.000 0.090
ttt_playerspawn	-3750.655029 3336.956055 -111.467232	-0.081 -0.000 0.081
ttt_playerspawn	-3702.823486 3341.975830 -111.440292	-0.049 -0.000 0.049
ttt_playerspawn	-3699.690674 3284.239014 -111.421455	-0.025 -0.000 0.026
ttt_playerspawn	-3702.528564 3230.214111 -111.464256	-0.078 -0.000 0.078
ttt_playerspawn	-3705.538574 3175.549805 -111.467232	-0.081 -0.000 0.081
ttt_playerspawn	-3658.072266 3153.957764 -111.443443	-0.052 -0.000 0.052
ttt_playerspawn	-3645.485596 3199.921875 -111.461418	-0.074 -0.000 0.074
ttt_playerspawn	-3642.573486 3257.565430 -111.433647	-0.040 -0.000 0.041
ttt_playerspawn	-3639.565918 3324.285400 -111.456108	-0.068 -0.000 0.068
item_ammo_357_ttt	1799.368530 -1786.262085 256.349976	0.454 0.061 0.048
item_ammo_357_ttt	1799.133301 -1805.538086 256.319397	0.448 0.072 0.061
item_ammo_357_ttt	1798.709839 -1840.254761 256.336578	0.451 0.064 0.054
item_ammo_357_ttt	1771.848022 -1822.908569 256.330353	0.450 0.068 0.056
item_ammo_357_ttt	1944.432007 -541.550171 224.336578	0.451 0.064 0.054
item_ammo_357_ttt	1941.559448 -563.683655 224.453094	0.913 -0.429 -0.551
item_ammo_357_ttt	1946.143799 -594.260071 224.362061	0.456 0.058 0.043
item_ammo_357_ttt	1911.080078 -600.178589 224.336578	0.451 0.064 0.054
item_ammo_357_ttt	-3795.656982 3083.745605 -95.555557	0.478 12.582 -0.362
item_ammo_357_ttt	-3804.463379 3090.113037 -95.676125	0.448 0.068 0.059
item_ammo_357_ttt	-3797.482422 3114.946777 -103.651833	0.453 0.061 0.049
item_ammo_357_ttt	-1511.466675 798.729553 161.365280	0.457 0.058 0.042
item_ammo_357_ttt	-1519.402344 840.466492 161.330368	0.450 0.068 0.056
item_ammo_357_ttt	-1507.208374 838.324158 161.363678	0.456 0.058 0.043
item_ammo_357_ttt	-1510.684692 849.170593 161.323639	0.729 0.247 0.003
item_ammo_357_ttt	-2016.012451 -220.201782 -58.879665	0.506 1.242 -10.152
item_ammo_357_ttt	-1974.727417 -230.724091 -57.129379	0.495 1.243 -10.196
item_ammo_357_ttt	-1922.160767 -240.729538 -55.455933	0.514 1.240 -10.122
item_ammo_pistol_ttt	731.589600 936.325500 -63.593323	-0.019 -0.011 -0.125
item_ammo_pistol_ttt	702.188416 941.032043 -63.643524	-0.124 -0.019 -0.038
item_ammo_pistol_ttt	-2764.229980 3097.269531 -43.612976	-0.098 -0.020 -0.030
item_ammo_pistol_ttt	-2780.435791 3091.104736 -43.600121	0.019 0.031 0.003
item_ammo_pistol_ttt	-2535.709229 3010.218018 -35.546585	-0.032 0.160 0.196
item_ammo_pistol_ttt	-2522.662598 2999.904785 -35.621571	0.024 0.031 0.003
item_ammo_pistol_ttt	-2415.861572 1297.161011 -63.671806	-0.149 -0.018 -0.045
item_ammo_pistol_ttt	-2472.521484 1285.829834 -63.621742	-0.105 -0.020 -0.032
item_ammo_pistol_ttt	-2451.797119 1262.476440 -63.564190	-0.055 -0.020 -0.017
item_ammo_pistol_ttt	-775.823608 1491.640747 -63.595875	-0.083 -0.020 -0.025
item_ammo_pistol_ttt	-794.350464 1500.331909 -63.608028	-0.093 -0.020 -0.028
item_ammo_pistol_ttt	-806.187500 1499.549316 -63.650124	-0.130 -0.019 -0.039
weapon_zm_molotov	-1338.580566 3224.747803 28.189453	-1.478 -1.483 -0.808
weapon_zm_molotov	-1362.102661 3224.403076 28.156206	-2.698 -1.246 -1.475
weapon_zm_molotov	-3154.448730 3031.984131 -63.824692	-1.996 -1.430 -1.091
weapon_zm_molotov	-1765.523071 842.501404 128.172791	-2.088 -1.401 -1.142
weapon_zm_molotov	-2431.546387 1155.969116 -63.823879	-1.966 -1.430 -1.075
weapon_zm_molotov	-2418.651611 1165.191040 -63.823879	-1.966 -1.430 -1.075
weapon_zm_molotov	-2289.474121 519.956970 -63.794781	-0.902 -1.507 -0.493
weapon_zm_molotov	-660.603271 1499.927246 -63.828945	-2.152 -1.401 -1.177
weapon_zm_molotov	-1459.795410 -142.744583 -63.846039	-2.780 -1.170 -1.520
weapon_zm_molotov	-358.086426 -777.057129 -39.832584	-2.286 -1.367 -1.250
weapon_ttt_confgrenade	-1380.145142 3432.309082 30.090994	-35.674 -56.794 -89.899
weapon_ttt_confgrenade	-1375.567139 3456.870850 30.085148	-35.585 -56.870 -89.764
weapon_ttt_confgrenade	-1372.009033 3475.957275 30.102135	-35.845 -56.635 -90.157
weapon_ttt_confgrenade	-3123.854492 3040.501221 -61.844097	-36.666 -55.820 -91.430
weapon_ttt_confgrenade	-1750.255737 859.147583 130.124695	-36.190 -56.298 -90.685
weapon_ttt_confgrenade	-896.077881 1989.271118 -29.866213	-36.328 -56.163 -90.900
weapon_ttt_confgrenade	-879.016052 1995.803101 -29.825487	-36.951 -55.521 -91.881
weapon_ttt_confgrenade	-913.592102 1988.589111 -29.747330	-38.143 -54.188 -93.846
weapon_ttt_confgrenade	-677.354553 1502.422729 -61.884895	-36.043 -56.446 -90.460
weapon_ttt_confgrenade	-155.259964 -1289.290771 -37.857735	-36.458 -56.031 -91.102
item_ammo_revolver_ttt	563.845642 -1287.311768 -15.651839	0.453 0.061 0.049
item_ammo_revolver_ttt	-1062.791870 2263.356689 -30.646427	0.454 0.059 0.047
weapon_zm_shotgun	1644.770264 1512.287842 -62.996632	-0.161 -8.221 -83.255
weapon_zm_shotgun	-1214.403442 3335.075195 33.033947	-0.223 -8.492 -83.542
weapon_zm_shotgun	-2516.111816 3875.163574 -70.959763	-0.375 -11.413 -83.604
weapon_zm_shotgun	-1443.840454 1045.961304 -238.949768	-0.256 -8.491 -83.696
weapon_zm_shotgun	-2392.507568 509.006439 -62.996223	-0.162 -8.492 -83.258
weapon_zm_sledge	1691.676636 -105.594749 221.808456	18.634 -0.367 2.992
weapon_zm_sledge	-1075.592285 3232.028809 29.756445	18.489 -0.005 1.735
weapon_zm_sledge	-2675.324951 3013.635254 -38.191551	18.634 -0.596 2.992
weapon_zm_sledge	-1781.926514 796.806274 125.808449	18.634 -0.370 2.992
weapon_zm_revolver	540.615234 -1284.472656 -15.162155	2.217 -18.398 -83.963
weapon_zm_revolver	-1073.516113 2269.497070 -30.168333	2.215 -18.398 -83.900
weapon_ttt_glock	740.489197 930.913391 -62.887527	-0.788 25.608 91.538
weapon_ttt_glock	-2775.479736 3111.401611 -42.890266	-0.623 25.634 91.198
